System,Control,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic,Year,Month,Day,Day_of_Week,Quarter,Temperature_Difference,Power_Index
44,B,M,300.0643584521385,310.03308117544367,1436.0,47.0,110.52423968684133,No failure,2019,7,19,4,3,9.968722723305177,67492.0
44,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,31.0,190.0,No failure,2019,9,29,6,3,9.968722723305177,47778.514448270704
44,B,M,300.0643584521385,310.03308117544367,1384.0,49.7,110.52423968684133,No failure,2019,9,29,6,3,9.968722723305177,68784.8
44,B,L,300.0643584521385,310.03308117544367,1448.0,44.8,110.52423968684133,No failure,2019,9,29,6,3,9.968722723305177,64870.399999999994
44,A,M,302.4,311.1,1887.0,39.9,110.52423968684133,No failure,2019,10,3,3,4,8.700000000000045,75291.3
44,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,45.7,200.0,No failure,2019,10,1,1,4,9.968722723305177,70434.77775116036
44,B,H,300.0643584521385,310.03308117544367,1850.0,23.3,110.52423968684133,No failure,2020,1,12,6,1,9.968722723305177,43105.0
44,A,L,302.5,311.1,1538.0,39.9,110.52423968684133,No failure,2020,1,14,1,1,8.600000000000023,61366.2
44,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.1,210.0,No failure,2020,1,12,6,1,9.968722723305177,46391.3962868693
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,54.4,0.0,No failure,2014,3,6,3,1,9.968722723305177,83843.58664470729
45,A,L,302.3,311.0,1657.0,39.9,110.52423968684133,No failure,2014,3,6,3,1,8.699999999999989,66114.3
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.9,5.0,No failure,2014,6,9,0,2,9.968722723305177,66119.29902680042
45,B,L,300.0643584521385,310.03308117544367,1465.0,43.8,110.52423968684133,No failure,2014,8,18,0,3,9.968722723305177,64166.99999999999
45,A,L,302.2,310.8,1827.0,39.9,110.52423968684133,No failure,2014,11,30,6,4,8.600000000000023,72897.3
45,B,H,300.0643584521385,310.03308117544367,1397.0,47.6,110.52423968684133,No failure,2015,3,18,2,1,9.968722723305177,66497.2
45,A,L,302.2,310.8,1744.0,39.9,110.52423968684133,No failure,2015,3,17,1,1,8.600000000000023,69585.59999999999
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,36.7,18.0,No failure,2015,3,14,5,1,9.968722723305177,56563.59613714628
45,A,L,302.3,310.9,1587.0,39.9,110.52423968684133,No failure,2015,7,10,4,3,8.599999999999966,63321.299999999996
45,A,L,302.3,310.8,1377.0,39.9,110.52423968684133,Heat Dissipation Failure,2015,10,10,5,4,8.5,54942.299999999996
45,A,L,302.3,310.8,1511.0,39.9,110.52423968684133,No failure,2015,10,10,5,4,8.5,60288.9
45,B,L,300.0643584521385,310.03308117544367,1650.0,32.4,110.52423968684133,No failure,2015,10,13,1,4,9.968722723305177,53460.0
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.9,28.0,No failure,2015,10,12,0,4,9.968722723305177,75366.75343614313
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,43.1,30.0,No failure,2016,1,19,1,1,9.968722723305177,66427.54750711184
45,A,L,302.3,310.9,1459.0,39.9,110.52423968684133,No failure,2016,1,18,0,1,8.599999999999966,58214.1
45,A,L,302.3,310.9,1379.0,39.9,110.52423968684133,Heat Dissipation Failure,2016,3,30,2,1,8.599999999999966,55022.1
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,48.3,36.0,No failure,2016,3,28,0,1,9.968722723305177,74442.00799520886
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,41.3,39.0,No failure,2016,3,27,6,1,9.968722723305177,63653.31118430902
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,37.5,42.0,No failure,2016,3,30,2,1,9.968722723305177,57796.59005839198
45,A,L,302.1,310.8,1622.0,39.9,110.52423968684133,No failure,2016,6,10,4,2,8.699999999999989,64717.799999999996
45,A,L,302.1,310.8,1786.0,39.9,110.52423968684133,No failure,2016,6,12,6,2,8.699999999999989,71261.4
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.0,49.0,No failure,2016,6,9,3,2,9.968722723305177,52402.24165294206
45,A,M,302.1,310.9,1916.0,39.9,110.52423968684133,No failure,2016,9,8,3,3,8.799999999999955,76448.4
45,B,M,300.0643584521385,310.03308117544367,1771.0,27.6,110.52423968684133,No failure,2016,9,6,1,3,9.968722723305177,48879.600000000006
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,44.2,57.0,No failure,2017,1,7,5,1,9.968722723305177,68122.91414882468
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.5,60.0,No failure,2017,1,9,0,1,9.968722723305177,57796.59005839198
45,B,L,300.0643584521385,310.03308117544367,1529.0,33.4,110.52423968684133,No failure,2017,1,8,6,1,9.968722723305177,51068.6
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.5,64.0,No failure,2017,1,5,3,1,9.968722723305177,56255.347656834856
45,A,M,302.3,310.9,1360.0,39.9,110.52423968684133,Heat Dissipation Failure,2017,4,7,4,2,8.599999999999966,54264.0
45,A,M,302.3,311.0,1546.0,39.9,110.52423968684133,No failure,2017,8,11,4,3,8.699999999999989,61685.399999999994
45,A,M,302.3,310.9,1762.0,39.9,110.52423968684133,No failure,2017,8,6,6,3,8.599999999999966,70303.8
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,56.6,76.0,No failure,2017,8,9,2,3,9.968722723305177,87234.31992813296
45,A,M,302.2,310.8,1562.0,39.9,110.52423968684133,No failure,2017,8,11,4,3,8.600000000000023,62323.799999999996
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.3,81.0,No failure,2017,11,8,2,4,9.968722723305177,46699.64476718072
45,A,L,302.0,310.6,1392.0,39.9,110.52423968684133,No failure,2017,11,7,1,4,8.600000000000023,55540.799999999996
45,B,L,300.0643584521385,310.03308117544367,1467.0,44.9,110.52423968684133,No failure,2017,11,4,5,4,9.968722723305177,65868.3
45,A,M,302.1,310.6,1326.0,39.9,110.52423968684133,Heat Dissipation Failure,2017,11,4,5,4,8.5,52907.4
45,B,L,300.0643584521385,310.03308117544367,1769.0,24.9,110.52423968684133,No failure,2018,2,27,1,1,9.968722723305177,44048.1
45,B,L,300.0643584521385,310.03308117544367,1459.0,47.6,110.52423968684133,No failure,2018,2,28,2,1,9.968722723305177,69448.40000000001
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,52.0,95.0,No failure,2018,3,4,6,1,9.968722723305177,80144.6048809702
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.8,98.0,No failure,2018,3,2,4,1,9.968722723305177,65965.17478664471
45,A,L,302.2,310.7,1567.0,39.9,110.52423968684133,No failure,2018,3,2,4,1,8.5,62523.299999999996
45,B,L,300.0643584521385,310.03308117544367,1421.0,41.4,110.52423968684133,No failure,2018,5,10,3,2,9.968722723305177,58829.4
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.5,104.0,No failure,2018,5,8,1,2,9.968722723305177,51631.6204521635
45,B,M,300.0643584521385,310.03308117544367,1464.0,44.2,110.52423968684133,No failure,2018,5,14,0,2,9.968722723305177,64708.8
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.1,109.0,No failure,2018,5,12,5,2,9.968722723305177,55638.85069621201
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.3,112.0,No failure,2018,8,19,6,3,9.968722723305177,46699.64476718072
45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,48.9,114.0,No failure,2018,8,24,4,3,9.968722723305177,75366.75343614313
45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,119.0,No failure,2018,8,19,6,3,9.968722723305177,67506.41718820183
45,A,M,302.4,310.9,1469.0,39.9,110.52423968684133,No failure,2018,11,29,3,4,8.5,58613.1
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,27.8,127.0,No failure,2018,11,28,2,4,9.968722723305177,42846.53876328792
45,A,H,302.3,310.9,1366.0,39.9,110.52423968684133,Heat Dissipation Failure,2018,12,1,5,4,8.599999999999966,54503.4
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.7,135.0,No failure,2019,3,9,5,1,9.968722723305177,34986.20251534661
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,29.7,137.0,No failure,2019,3,8,4,1,9.968722723305177,45774.89932624644
45,A,M,302.2,310.9,1465.0,39.9,110.52423968684133,No failure,2019,3,11,0,1,8.699999999999989,58453.5
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.6,143.0,No failure,2019,3,9,5,1,9.968722723305177,56409.47189699057
45,A,M,302.3,311.1,1295.0,39.9,110.52423968684133,No failure,2019,3,8,4,1,8.800000000000011,51670.5
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,43.1,149.0,No failure,2019,7,6,5,3,9.968722723305177,66427.54750711184
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,43.9,152.0,No failure,2019,7,6,5,3,9.968722723305177,67660.54142835754
45,A,L,302.4,311.2,1450.0,39.9,110.52423968684133,No failure,2019,9,20,4,3,8.800000000000011,57855.0
45,B,L,300.0643584521385,310.03308117544367,1880.0,24.5,110.52423968684133,No failure,2019,9,17,1,3,9.968722723305177,46060.0
45,B,M,300.0643584521385,310.03308117544367,1578.0,33.5,110.52423968684133,No failure,2019,9,21,5,3,9.968722723305177,52863.0
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.1,161.0,No failure,2020,1,4,5,1,9.968722723305177,51015.12349154065
45,A,L,302.4,311.1,1565.0,39.9,110.52423968684133,No failure,2020,3,15,6,1,8.700000000000045,62443.5
45,B,L,300.0643584521385,310.03308117544367,1545.0,40.1,110.52423968684133,No failure,2020,7,9,3,3,9.968722723305177,61954.5
45,A,L,302.5,311.2,1227.0,39.9,110.52423968684133,No failure,2020,7,7,1,3,8.699999999999989,48957.299999999996
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.9,169.0,No failure,2020,7,6,0,3,9.968722723305177,70743.02623147178
45,A,L,302.3,311.0,1591.0,39.9,110.52423968684133,No failure,2020,11,1,6,4,8.699999999999989,63480.899999999994
45,A,L,302.3,310.9,1403.0,39.9,110.52423968684133,No failure,2021,2,15,0,1,8.599999999999966,55979.7
45,B,M,300.0643584521385,310.03308117544367,1450.0,45.7,110.52423968684133,No failure,2021,2,15,0,1,9.968722723305177,66265.0
45,A,L,302.3,310.9,1720.0,39.9,110.52423968684133,No failure,2021,2,18,3,1,8.599999999999966,68628.0
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.2,180.0,No failure,2021,2,15,0,1,9.968722723305177,57334.21733792484
45,B,M,300.0643584521385,310.03308117544367,1421.0,41.3,110.52423968684133,No failure,2021,5,29,5,2,9.968722723305177,58687.299999999996
45,A,H,302.2,310.9,1415.0,39.9,110.52423968684133,No failure,2021,5,23,6,2,8.699999999999989,56458.5
45,A,L,302.3,310.9,2034.0,39.9,110.52423968684133,No failure,2021,5,26,2,2,8.599999999999966,81156.59999999999
45,B,L,300.0643584521385,310.03308117544367,1486.0,40.4,110.52423968684133,No failure,2021,5,26,2,2,9.968722723305177,60034.4
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,67.6,194.0,Overstrain Failure,2021,9,13,0,3,9.968722723305177,104187.98634526126
45,A,H,302.4,311.1,1578.0,39.9,110.52423968684133,No failure,2021,9,17,4,3,8.700000000000045,62962.2
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,58.6,201.0,No failure,2021,9,11,5,3,9.968722723305177,90316.80473124719
45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,40.8,204.0,No failure,2022,1,3,0,1,9.968722723305177,62882.689983530465
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.6,209.0,No failure,2022,1,2,6,1,9.968722723305177,57950.71429854769
45,B,L,300.0643584521385,310.03308117544367,1599.0,37.0,110.52423968684133,No failure,2022,1,3,0,1,9.968722723305177,59163.0
45,A,L,302.6,311.5,1427.0,39.9,110.52423968684133,No failure,2022,1,2,6,1,8.899999999999977,56937.299999999996
45,B,M,300.0643584521385,310.03308117544367,1481.0,41.1,110.52423968684133,No failure,2022,1,1,5,1,9.968722723305177,60869.1
45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,218.0,No failure,2022,4,5,1,2,9.968722723305177,67506.41718820183
45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.0,223.0,No failure,2022,4,2,5,2,9.968722723305177,41613.544842042225
45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.7,225.0,No failure,2022,4,1,4,2,9.968722723305177,48857.38412936068
45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,34.4,228.0,Tool Wear Failure,2022,4,1,4,2,9.968722723305177,53018.73861356491
46,B,L,300.0643584521385,310.03308117544367,1311.0,53.2,110.52423968684133,No failure,2014,3,24,0,1,9.968722723305177,69745.2
46,B,M,300.0643584521385,310.03308117544367,2709.0,9.7,110.52423968684133,Power Failure,2014,3,22,5,1,9.968722723305177,26277.3
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,29.9,5.0,No failure,2014,3,23,6,1,9.968722723305177,46083.14780655787
46,A,L,302.7,311.7,1480.0,39.9,110.52423968684133,No failure,2014,6,28,5,2,9.0,59052.0
46,A,L,302.7,311.8,1461.0,39.9,110.52423968684133,No failure,2014,6,25,2,2,9.100000000000023,58293.9
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.0,12.0,No failure,2014,7,1,1,3,9.968722723305177,46237.27204671358
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,46.5,15.0,No failure,2014,10,26,6,4,9.968722723305177,71667.77167240604
46,B,L,300.0643584521385,310.03308117544367,1638.0,35.1,110.52423968684133,No failure,2014,10,27,0,4,9.968722723305177,57493.8
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.1,19.0,No failure,2015,1,27,1,1,9.968722723305177,83381.21392424016
46,A,L,302.6,311.8,1427.0,39.9,110.52423968684133,No failure,2015,4,1,2,2,9.199999999999989,56937.299999999996
46,A,L,302.6,311.8,1627.0,39.9,110.52423968684133,No failure,2015,4,3,4,2,9.199999999999989,64917.299999999996
46,B,H,300.0643584521385,310.03308117544367,1471.0,48.3,110.52423968684133,No failure,2015,3,31,1,1,9.968722723305177,71049.3
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.1,30.0,No failure,2015,3,29,6,1,9.968722723305177,41767.669082197935
46,B,M,300.0643584521385,310.03308117544367,1430.0,51.7,110.52423968684133,No failure,2015,4,2,3,2,9.968722723305177,73931.0
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,29.5,35.0,No failure,2015,7,2,3,3,9.968722723305177,45466.65084593502
46,A,L,302.5,311.5,1521.0,39.9,110.52423968684133,No failure,2015,7,2,3,3,9.0,60687.9
46,B,L,300.0643584521385,310.03308117544367,1419.0,43.7,110.52423968684133,No failure,2015,9,27,6,3,9.968722723305177,62010.3
46,A,M,302.4,311.4,1534.0,39.9,110.52423968684133,No failure,2015,9,23,2,3,9.0,61206.6
46,A,H,302.5,311.5,1626.0,39.9,110.52423968684133,No failure,2016,1,21,3,1,9.0,64877.399999999994
46,A,L,302.5,311.5,1677.0,39.9,110.52423968684133,No failure,2016,1,19,1,1,9.0,66912.3
46,A,L,302.4,311.3,1392.0,39.9,110.52423968684133,No failure,2016,1,18,0,1,8.900000000000034,55540.799999999996
46,A,L,302.4,311.2,1448.0,39.9,110.52423968684133,No failure,2016,1,18,0,1,8.800000000000011,57775.2
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.9,55.0,No failure,2016,1,20,2,1,9.968722723305177,35294.45099565803
46,A,L,302.4,311.2,1404.0,39.9,110.52423968684133,No failure,2016,4,15,4,2,8.800000000000011,56019.6
46,A,L,302.3,311.2,1386.0,39.9,110.52423968684133,No failure,2016,4,13,2,2,8.899999999999977,55301.4
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,47.0,61.0,No failure,2016,4,11,0,2,9.968722723305177,72438.39287318461
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,53.3,63.0,No failure,2016,7,5,1,3,9.968722723305177,82148.22000299445
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.6,66.0,No failure,2016,7,7,3,3,9.968722723305177,62574.44150321905
46,B,M,300.0643584521385,310.03308117544367,1432.0,42.7,110.52423968684133,No failure,2016,7,5,1,3,9.968722723305177,61146.4
46,A,M,302.3,311.2,1546.0,39.9,110.52423968684133,No failure,2016,10,8,5,4,8.899999999999977,61685.399999999994
46,B,M,300.0643584521385,310.03308117544367,1627.0,33.2,110.52423968684133,No failure,2016,10,7,4,4,9.968722723305177,54016.4
46,B,M,300.0643584521385,310.03308117544367,1640.0,32.8,110.52423968684133,No failure,2017,1,1,6,1,9.968722723305177,53791.99999999999
46,B,M,300.0643584521385,310.03308117544367,1423.0,36.8,110.52423968684133,No failure,2017,3,29,2,1,9.968722723305177,52366.399999999994
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,28.7,83.0,No failure,2017,3,27,0,1,9.968722723305177,44233.65692468933
46,A,M,302.1,311.1,1450.0,39.9,110.52423968684133,No failure,2017,3,29,2,1,9.0,57855.0
46,A,H,302.2,311.1,1553.0,39.9,110.52423968684133,No failure,2017,3,31,4,1,8.900000000000034,61964.7
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.6,94.0,No failure,2017,6,15,3,2,9.968722723305177,53326.987093876334
46,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,39.6,96.0,No failure,2017,6,16,4,2,9.968722723305177,61033.19910166193
46,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,50.6,101.0,No failure,2017,8,27,6,3,9.968722723305177,77986.86551879025
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.9,106.0,No failure,2017,8,23,2,3,9.968722723305177,53789.359814343465
46,A,L,302.3,311.2,1297.0,39.9,110.52423968684133,No failure,2017,8,28,0,3,8.899999999999977,51750.299999999996
46,B,M,300.0643584521385,310.03308117544367,1842.0,23.9,110.52423968684133,No failure,2017,12,10,6,4,9.968722723305177,44023.799999999996
46,A,L,302.3,311.2,1633.0,39.9,110.52423968684133,No failure,2017,12,11,0,4,8.899999999999977,65156.7
46,B,H,300.0643584521385,310.03308117544367,1744.0,30.3,110.52423968684133,No failure,2017,12,12,1,4,9.968722723305177,52843.200000000004
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,26.9,121.0,No failure,2017,12,11,0,4,9.968722723305177,41459.42060188651
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,50.8,123.0,No failure,2017,12,12,1,4,9.968722723305177,78295.11399910165
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.4,126.0,No failure,2018,3,30,4,1,9.968722723305177,62266.19302290762
46,B,M,300.0643584521385,310.03308117544367,1675.0,29.6,110.52423968684133,No failure,2018,6,6,2,2,9.968722723305177,49580.0
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,35.1,131.0,No failure,2018,6,5,1,2,9.968722723305177,54097.60829465489
46,B,L,300.0643584521385,310.03308117544367,1700.0,29.5,110.52423968684133,No failure,2018,6,6,2,2,9.968722723305177,50150.0
46,B,L,300.0643584521385,310.03308117544367,1453.0,37.0,110.52423968684133,No failure,2018,6,5,1,2,9.968722723305177,53761.0
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.1,137.0,No failure,2018,9,12,2,3,9.968722723305177,52556.36589309777
46,A,M,302.5,311.5,1358.0,39.9,110.52423968684133,No failure,2018,9,12,2,3,9.0,54184.2
46,A,H,302.5,311.5,1655.0,39.9,110.52423968684133,No failure,2018,12,24,0,4,9.0,66034.5
46,A,L,302.6,311.5,1885.0,39.9,110.52423968684133,No failure,2019,4,1,0,2,8.899999999999977,75211.5
46,A,L,302.7,311.5,1494.0,39.9,110.52423968684133,No failure,2019,3,31,6,1,8.800000000000011,59610.6
46,A,M,302.6,311.4,1757.0,39.9,110.52423968684133,No failure,2019,4,1,0,2,8.799999999999955,70104.3
46,A,M,302.6,311.4,1718.0,39.9,110.52423968684133,No failure,2019,3,30,5,1,8.799999999999955,68548.2
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,35.0,157.0,No failure,2019,6,15,5,2,9.968722723305177,53943.484054499175
46,A,L,302.6,311.6,1638.0,39.9,110.52423968684133,No failure,2019,6,14,4,2,9.0,65356.2
46,B,L,300.0643584521385,310.03308117544367,1609.0,36.0,110.52423968684133,No failure,2019,6,16,6,2,9.968722723305177,57924.0
46,B,H,300.0643584521385,310.03308117544367,1556.0,35.0,110.52423968684133,No failure,2019,6,15,5,2,9.968722723305177,54460.0
46,B,L,300.0643584521385,310.03308117544367,1442.0,59.8,110.52423968684133,Power Failure,2019,6,12,2,2,9.968722723305177,86231.59999999999
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,38.8,171.0,No failure,2019,9,26,3,3,9.968722723305177,59800.205180416226
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,19.2,174.0,No failure,2019,10,1,1,4,9.968722723305177,29591.85410989669
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,25.1,177.0,No failure,2019,9,30,0,3,9.968722723305177,38685.184279083696
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.4,180.0,No failure,2019,9,30,0,3,9.968722723305177,34523.82979487947
46,A,L,302.6,311.6,1576.0,39.9,110.52423968684133,No failure,2019,9,30,0,3,9.0,62882.399999999994
46,B,M,300.0643584521385,310.03308117544367,1518.0,39.0,110.52423968684133,No failure,2019,12,3,1,4,9.968722723305177,59202.0
46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,68.2,187.0,Overstrain Failure,2020,3,12,3,1,9.968722723305177,105112.73178619554
46,A,L,302.5,311.5,1985.0,39.9,110.52423968684133,No failure,2020,3,13,4,1,9.0,79201.5
46,A,L,302.5,311.5,1802.0,39.9,110.52423968684133,No failure,2020,5,28,3,2,9.0,71899.8
46,B,L,300.0643584521385,310.03308117544367,1603.0,32.4,110.52423968684133,No failure,2020,5,27,2,2,9.968722723305177,51937.2
46,B,L,300.0643584521385,310.03308117544367,1400.0,54.0,110.52423968684133,No failure,2020,5,27,2,2,9.968722723305177,75600.0
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.2,198.0,No failure,2020,5,26,1,2,9.968722723305177,83535.33816439587
46,A,L,302.2,311.4,1987.0,39.9,110.52423968684133,No failure,2020,5,25,0,2,9.199999999999989,79281.3
46,B,M,300.0643584521385,310.03308117544367,1398.0,47.2,110.52423968684133,No failure,2020,9,28,0,3,9.968722723305177,65985.6
46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,66.7,205.0,Overstrain Failure,2020,9,25,4,3,9.968722723305177,102800.86818385987
46,B,L,300.0643584521385,310.03308117544367,1381.0,49.4,110.52423968684133,No failure,2020,9,29,1,3,9.968722723305177,68221.4
47,B,L,300.0643584521385,310.03308117544367,1570.0,36.1,110.52423968684133,No failure,2014,4,29,1,2,9.968722723305177,56677.0
47,A,M,302.2,311.3,1658.0,39.9,110.52423968684133,No failure,2014,4,28,0,2,9.100000000000023,66154.2
47,A,H,302.2,311.3,1749.0,39.9,110.52423968684133,No failure,2014,5,1,3,2,9.100000000000023,69785.09999999999
47,B,M,300.0643584521385,310.03308117544367,1510.0,37.1,110.52423968684133,No failure,2014,8,4,0,3,9.968722723305177,56021.0
47,A,L,302.3,311.5,1384.0,39.9,110.52423968684133,No failure,2014,8,4,0,3,9.199999999999989,55221.6
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.2,15.0,No failure,2014,7,31,3,3,9.968722723305177,57334.21733792484
47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,32.7,17.0,No failure,2014,12,3,2,4,9.968722723305177,50398.626530917805
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.3,20.0,No failure,2014,12,2,1,4,9.968722723305177,57488.341578080544
47,B,M,300.0643584521385,310.03308117544367,1484.0,39.5,110.52423968684133,No failure,2014,12,3,2,4,9.968722723305177,58618.0
47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,23.2,25.0,No failure,2014,12,2,1,4,9.968722723305177,35756.82371612517
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,49.6,28.0,No failure,2014,12,5,4,4,9.968722723305177,76445.62311723312
47,B,M,300.0643584521385,310.03308117544367,1500.0,40.2,110.52423968684133,No failure,2015,3,19,3,1,9.968722723305177,60300.00000000001
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,44.9,33.0,No failure,2015,3,21,5,1,9.968722723305177,69201.78382991465
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,55.5,35.0,No failure,2015,3,18,2,1,9.968722723305177,85538.95328642013
47,A,M,302.2,311.4,1538.0,39.9,110.52423968684133,No failure,2015,3,17,1,1,9.199999999999989,61366.2
47,B,L,300.0643584521385,310.03308117544367,1390.0,48.1,110.52423968684133,No failure,2015,6,30,1,2,9.968722723305177,66859.0
47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,32.1,42.0,No failure,2015,6,27,5,2,9.968722723305177,49473.88108998354
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,24.8,45.0,No failure,2015,6,27,5,2,9.968722723305177,38222.81155861656
47,A,H,302.3,311.5,1526.0,39.9,110.52423968684133,No failure,2015,6,30,1,2,9.199999999999989,60887.4
47,A,M,302.3,311.6,1668.0,39.9,110.52423968684133,No failure,2015,9,20,6,3,9.300000000000011,66553.2
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.5,55.0,No failure,2015,9,22,1,3,9.968722723305177,57796.59005839198
47,B,L,300.0643584521385,310.03308117544367,1530.0,37.8,110.52423968684133,No failure,2015,12,7,0,4,9.968722723305177,57833.99999999999
47,A,M,302.3,311.4,1479.0,39.9,110.52423968684133,No failure,2015,12,8,1,4,9.099999999999966,59012.1
47,B,M,300.0643584521385,310.03308117544367,1418.0,41.3,110.52423968684133,No failure,2015,12,8,1,4,9.968722723305177,58563.399999999994
47,B,L,300.0643584521385,310.03308117544367,1504.0,38.7,110.52423968684133,No failure,2015,12,9,2,4,9.968722723305177,58204.8
47,B,M,300.0643584521385,310.03308117544367,1345.0,47.6,110.52423968684133,No failure,2016,3,13,6,1,9.968722723305177,64022.0
47,B,H,300.0643584521385,310.03308117544367,1625.0,35.4,110.52423968684133,No failure,2016,3,14,0,1,9.968722723305177,57525.0
47,A,L,302.3,311.4,1511.0,39.9,110.52423968684133,No failure,2016,5,30,0,2,9.099999999999966,60288.9
47,A,L,302.3,311.4,1535.0,39.9,110.52423968684133,No failure,2016,6,1,2,2,9.099999999999966,61246.5
47,B,L,300.0643584521385,310.03308117544367,1505.0,37.9,110.52423968684133,No failure,2016,6,1,2,2,9.968722723305177,57039.5
47,A,H,302.4,311.5,1540.0,39.9,110.52423968684133,No failure,2016,6,1,2,2,9.100000000000023,61446.0
47,A,H,302.3,311.4,1372.0,39.9,110.52423968684133,No failure,2016,8,3,2,3,9.099999999999966,54742.799999999996
47,B,M,300.0643584521385,310.03308117544367,1510.0,36.6,110.52423968684133,No failure,2016,8,3,2,3,9.968722723305177,55266.0
47,B,L,300.0643584521385,310.03308117544367,1382.0,46.4,110.52423968684133,No failure,2016,8,4,3,3,9.968722723305177,64124.799999999996
47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,41.8,96.0,No failure,2016,8,3,2,3,9.968722723305177,64423.93238508759
