Date,System,Control,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
2017-08-11 09:48:00,45,A,M,302.3,311.0,1546.0,39.9,110.52423968684131,No failure
2017-08-06 18:14:00,45,A,M,302.3,310.9,1762.0,39.9,110.52423968684131,No failure
2017-08-09 00:40:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,56.6,76.0,No failure
2017-08-11 08:07:00,45,A,M,302.2,310.8,1562.0,39.9,110.52423968684131,No failure
2017-11-08 16:25:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.3,81.0,No failure
2017-11-07 03:56:00,45,A,L,302.0,310.6,1392.0,39.9,110.52423968684131,No failure
2017-11-04 01:39:00,45,B,L,300.0643584521385,310.03308117544367,1467.0,44.9,110.52423968684131,No failure
2017-11-04 10:37:00,45,A,M,302.1,310.6,1326.0,39.9,110.52423968684131,Heat Dissipation Failure
2018-02-27 13:30:00,45,B,L,300.0643584521385,310.03308117544367,1769.0,24.9,110.52423968684131,No failure
2018-02-28 17:29:00,45,B,L,300.0643584521385,310.03308117544367,1459.0,47.6,110.52423968684131,No failure
2018-03-04 07:09:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,52.0,95.0,No failure
2018-03-02 21:23:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.8,98.0,No failure
2018-03-02 16:00:00,45,A,L,302.2,310.7,1567.0,39.9,110.52423968684131,No failure
2018-05-10 22:42:00,45,B,L,300.0643584521385,310.03308117544367,1421.0,41.4,110.52423968684131,No failure
2018-05-08 22:19:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.5,104.0,No failure
2018-05-14 03:59:00,45,B,M,300.0643584521385,310.03308117544367,1464.0,44.2,110.52423968684131,No failure
2018-05-12 09:23:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.1,109.0,No failure
2018-08-19 10:00:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.3,112.0,No failure
2018-08-24 10:15:00,45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,48.9,114.0,No failure
2018-08-19 04:57:00,45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,119.0,No failure
2018-11-29 13:00:00,45,A,M,302.4,310.9,1469.0,39.9,110.52423968684131,No failure
2018-11-28 11:11:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,27.8,127.0,No failure
2018-12-01 09:20:00,45,A,H,302.3,310.9,1366.0,39.9,110.52423968684131,Heat Dissipation Failure
2019-03-09 04:49:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.7,135.0,No failure
2019-03-08 04:19:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,29.7,137.0,No failure
2019-03-11 20:37:00,45,A,M,302.2,310.9,1465.0,39.9,110.52423968684131,No failure
2019-03-09 00:51:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.6,143.0,No failure
2019-03-08 10:07:00,45,A,M,302.3,311.1,1295.0,39.9,110.52423968684131,No failure
2019-07-06 01:04:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,43.1,149.0,No failure
2019-07-06 15:20:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,43.9,152.0,No failure
2019-09-20 16:16:00,45,A,L,302.4,311.2,1450.0,39.9,110.52423968684131,No failure
2019-09-17 15:22:00,45,B,L,300.0643584521385,310.03308117544367,1880.0,24.5,110.52423968684131,No failure
2019-09-21 00:10:00,45,B,M,300.0643584521385,310.03308117544367,1578.0,33.5,110.52423968684131,No failure
2020-01-04 07:17:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.1,161.0,No failure
2020-03-15 22:29:00,45,A,L,302.4,311.1,1565.0,39.9,110.52423968684131,No failure
2020-07-09 10:32:00,45,B,L,300.0643584521385,310.03308117544367,1545.0,40.1,110.52423968684131,No failure
2020-07-07 23:32:00,45,A,L,302.5,311.2,1227.0,39.9,110.52423968684131,No failure
2020-07-06 20:56:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.9,169.0,No failure
2020-11-01 15:45:00,45,A,L,302.3,311.0,1591.0,39.9,110.52423968684131,No failure
2021-02-15 01:29:00,45,A,L,302.3,310.9,1403.0,39.9,110.52423968684131,No failure
2021-02-15 12:37:00,45,B,M,300.0643584521385,310.03308117544367,1450.0,45.7,110.52423968684131,No failure
2021-02-18 05:24:00,45,A,L,302.3,310.9,1720.0,39.9,110.52423968684131,No failure
2021-02-15 04:07:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.2,180.0,No failure
2021-05-29 13:18:00,45,B,M,300.0643584521385,310.03308117544367,1421.0,41.3,110.52423968684131,No failure
2021-05-23 23:15:00,45,A,H,302.2,310.9,1415.0,39.9,110.52423968684131,No failure
2021-05-26 00:25:00,45,A,L,302.3,310.9,2034.0,39.9,110.52423968684131,No failure
2021-05-26 11:01:00,45,B,L,300.0643584521385,310.03308117544367,1486.0,40.4,110.52423968684131,No failure
2021-09-13 17:27:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,67.6,194.0,Overstrain Failure
2021-09-17 01:17:00,45,A,H,302.4,311.1,1578.0,39.9,110.52423968684131,No failure
2021-09-11 09:34:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,58.6,201.0,No failure
2022-01-03 03:12:00,45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,40.8,204.0,No failure
2022-01-02 19:54:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.6,209.0,No failure
2022-01-03 20:03:00,45,B,L,300.0643584521385,310.03308117544367,1599.0,37.0,110.52423968684131,No failure
2022-01-02 08:50:00,45,A,L,302.6,311.5,1427.0,39.9,110.52423968684131,No failure
2022-01-01 16:29:00,45,B,M,300.0643584521385,310.03308117544367,1481.0,41.1,110.52423968684131,No failure
2022-04-05 11:00:00,45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,218.0,No failure
2022-04-02 02:52:00,45,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.0,223.0,No failure
2022-04-01 04:27:00,45,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.7,225.0,No failure
2022-04-01 10:03:00,45,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,34.4,228.0,Tool Wear Failure
2014-03-24 11:22:00,46,B,L,300.0643584521385,310.03308117544367,1311.0,53.2,110.52423968684131,No failure
2014-03-22 15:50:00,46,B,M,300.0643584521385,310.03308117544367,2709.0,9.7,110.52423968684131,Power Failure
2014-03-23 05:43:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,29.9,5.0,No failure
2014-06-28 04:55:00,46,A,L,302.7,311.7,1480.0,39.9,110.52423968684131,No failure
2014-06-25 16:01:00,46,A,L,302.7,311.8,1461.0,39.9,110.52423968684131,No failure
2014-07-01 01:08:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.0,12.0,No failure
2014-10-26 05:46:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,46.5,15.0,No failure
2014-10-27 14:33:00,46,B,L,300.0643584521385,310.03308117544367,1638.0,35.1,110.52423968684131,No failure
2015-01-27 06:42:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.1,19.0,No failure
2015-04-01 19:57:00,46,A,L,302.6,311.8,1427.0,39.9,110.52423968684131,No failure
2015-04-03 11:31:00,46,A,L,302.6,311.8,1627.0,39.9,110.52423968684131,No failure
2015-03-31 23:26:00,46,B,H,300.0643584521385,310.03308117544367,1471.0,48.3,110.52423968684131,No failure
2015-03-29 14:03:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.1,30.0,No failure
2015-04-02 06:45:00,46,B,M,300.0643584521385,310.03308117544367,1430.0,51.7,110.52423968684131,No failure
2015-07-02 00:33:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,29.5,35.0,No failure
2015-07-02 18:42:00,46,A,L,302.5,311.5,1521.0,39.9,110.52423968684131,No failure
2015-09-27 16:09:00,46,B,L,300.0643584521385,310.03308117544367,1419.0,43.7,110.52423968684131,No failure
2015-09-23 18:26:00,46,A,M,302.4,311.4,1534.0,39.9,110.52423968684131,No failure
2016-01-21 22:58:00,46,A,H,302.5,311.5,1626.0,39.9,110.52423968684131,No failure
2016-01-19 11:02:00,46,A,L,302.5,311.5,1677.0,39.9,110.52423968684131,No failure
2016-01-18 15:20:00,46,A,L,302.4,311.3,1392.0,39.9,110.52423968684131,No failure
2016-01-18 10:23:00,46,A,L,302.4,311.2,1448.0,39.9,110.52423968684131,No failure
2016-01-20 04:44:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.9,55.0,No failure
2016-04-15 20:38:00,46,A,L,302.4,311.2,1404.0,39.9,110.52423968684131,No failure
2016-04-13 22:54:00,46,A,L,302.3,311.2,1386.0,39.9,110.52423968684131,No failure
2016-04-11 07:51:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,47.0,61.0,No failure
2016-07-05 16:24:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,53.3,63.0,No failure
2016-07-07 12:43:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.6,66.0,No failure
2016-07-05 02:41:00,46,B,M,300.0643584521385,310.03308117544367,1432.0,42.7,110.52423968684131,No failure
2016-10-08 16:27:00,46,A,M,302.3,311.2,1546.0,39.9,110.52423968684131,No failure
2016-10-07 05:57:00,46,B,M,300.0643584521385,310.03308117544367,1627.0,33.2,110.52423968684131,No failure
2017-01-01 09:03:00,46,B,M,300.0643584521385,310.03308117544367,1640.0,32.8,110.52423968684131,No failure
2017-03-29 02:40:00,46,B,M,300.0643584521385,310.03308117544367,1423.0,36.8,110.52423968684131,No failure
2017-03-27 15:48:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,28.7,83.0,No failure
2017-03-29 00:44:00,46,A,M,302.1,311.1,1450.0,39.9,110.52423968684131,No failure
2017-03-31 05:05:00,46,A,H,302.2,311.1,1553.0,39.9,110.52423968684131,No failure
2017-06-15 12:41:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.6,94.0,No failure
2017-06-16 12:01:00,46,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,39.6,96.0,No failure
2017-08-27 17:24:00,46,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,50.6,101.0,No failure
2017-08-23 17:43:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.9,106.0,No failure
2017-08-28 05:43:00,46,A,L,302.3,311.2,1297.0,39.9,110.52423968684131,No failure
2017-12-10 19:43:00,46,B,M,300.0643584521385,310.03308117544367,1842.0,23.9,110.52423968684131,No failure
2017-12-11 01:14:00,46,A,L,302.3,311.2,1633.0,39.9,110.52423968684131,No failure
2017-12-12 14:57:00,46,B,H,300.0643584521385,310.03308117544367,1744.0,30.3,110.52423968684131,No failure
2017-12-11 15:12:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,26.9,121.0,No failure
2017-12-12 15:49:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,50.8,123.0,No failure
2018-03-30 18:15:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.4,126.0,No failure
2018-06-06 19:42:00,46,B,M,300.0643584521385,310.03308117544367,1675.0,29.6,110.52423968684131,No failure
2018-06-05 05:17:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,35.1,131.0,No failure
2018-06-06 16:51:00,46,B,L,300.0643584521385,310.03308117544367,1700.0,29.5,110.52423968684131,No failure
2018-06-05 02:32:00,46,B,L,300.0643584521385,310.03308117544367,1453.0,37.0,110.52423968684131,No failure
2018-09-12 12:32:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.1,137.0,No failure
2018-09-12 21:19:00,46,A,M,302.5,311.5,1358.0,39.9,110.52423968684131,No failure
2018-12-24 01:32:00,46,A,H,302.5,311.5,1655.0,39.9,110.52423968684131,No failure
2019-04-01 09:26:00,46,A,L,302.6,311.5,1885.0,39.9,110.52423968684131,No failure
2019-03-31 06:18:00,46,A,L,302.7,311.5,1494.0,39.9,110.52423968684131,No failure
2019-04-01 09:13:00,46,A,M,302.6,311.4,1757.0,39.9,110.52423968684131,No failure
2019-03-30 16:56:00,46,A,M,302.6,311.4,1718.0,39.9,110.52423968684131,No failure
2019-06-15 14:45:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,35.0,157.0,No failure
2019-06-14 16:28:00,46,A,L,302.6,311.6,1638.0,39.9,110.52423968684131,No failure
2019-06-16 00:38:00,46,B,L,300.0643584521385,310.03308117544367,1609.0,36.0,110.52423968684131,No failure
2019-06-15 05:24:00,46,B,H,300.0643584521385,310.03308117544367,1556.0,35.0,110.52423968684131,No failure
2019-06-12 09:53:00,46,B,L,300.0643584521385,310.03308117544367,1442.0,59.8,110.52423968684131,Power Failure
2019-09-26 21:42:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,38.8,171.0,No failure
2019-10-01 18:55:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,19.2,174.0,No failure
2019-09-30 18:35:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,25.1,177.0,No failure
2019-09-30 18:14:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.4,180.0,No failure
2019-09-30 20:45:00,46,A,L,302.6,311.6,1576.0,39.9,110.52423968684131,No failure
2019-12-03 01:07:00,46,B,M,300.0643584521385,310.03308117544367,1518.0,39.0,110.52423968684131,No failure
2020-03-12 22:17:00,46,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,68.2,187.0,Overstrain Failure
2020-03-13 08:50:00,46,A,L,302.5,311.5,1985.0,39.9,110.52423968684131,No failure
2020-05-28 08:32:00,46,A,L,302.5,311.5,1802.0,39.9,110.52423968684131,No failure
2020-05-27 02:17:00,46,B,L,300.0643584521385,310.03308117544367,1603.0,32.4,110.52423968684131,No failure
2020-05-27 06:08:00,46,B,L,300.0643584521385,310.03308117544367,1400.0,54.0,110.52423968684131,No failure
2020-05-26 08:34:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.2,198.0,No failure
2020-05-25 05:35:00,46,A,L,302.2,311.4,1987.0,39.9,110.52423968684131,No failure
2020-09-28 20:12:00,46,B,M,300.0643584521385,310.03308117544367,1398.0,47.2,110.52423968684131,No failure
2020-09-25 14:07:00,46,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,66.7,205.0,Overstrain Failure
2020-09-29 10:25:00,46,B,L,300.0643584521385,310.03308117544367,1381.0,49.4,110.52423968684131,No failure
2014-04-29 15:59:00,47,B,L,300.0643584521385,310.03308117544367,1570.0,36.1,110.52423968684131,No failure
2014-04-28 16:06:00,47,A,M,302.2,311.3,1658.0,39.9,110.52423968684131,No failure
2014-05-01 07:14:00,47,A,H,302.2,311.3,1749.0,39.9,110.52423968684131,No failure
2014-08-04 04:56:00,47,B,M,300.0643584521385,310.03308117544367,1510.0,37.1,110.52423968684131,No failure
2014-08-04 12:36:00,47,A,L,302.3,311.5,1384.0,39.9,110.52423968684131,No failure
2014-07-31 09:42:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.2,15.0,No failure
2014-12-03 07:02:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,32.7,17.0,No failure
2014-12-02 20:34:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.3,20.0,No failure
2014-12-03 04:53:00,47,B,M,300.0643584521385,310.03308117544367,1484.0,39.5,110.52423968684131,No failure
2014-12-02 14:03:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,23.2,25.0,No failure
2014-12-05 12:25:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,49.6,28.0,No failure
2015-03-19 11:08:00,47,B,M,300.0643584521385,310.03308117544367,1500.0,40.2,110.52423968684131,No failure
2015-03-21 03:28:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,44.9,33.0,No failure
2015-03-18 14:24:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,55.5,35.0,No failure
2015-03-17 14:18:00,47,A,M,302.2,311.4,1538.0,39.9,110.52423968684131,No failure
2015-06-30 07:54:00,47,B,L,300.0643584521385,310.03308117544367,1390.0,48.1,110.52423968684131,No failure
2015-06-27 12:09:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,32.1,42.0,No failure
2015-06-27 15:14:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,24.8,45.0,No failure
2015-06-30 17:36:00,47,A,H,302.3,311.5,1526.0,39.9,110.52423968684131,No failure
2015-09-20 18:25:00,47,A,M,302.3,311.6,1668.0,39.9,110.52423968684131,No failure
2015-09-22 23:41:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.5,55.0,No failure
2015-12-07 01:19:00,47,B,L,300.0643584521385,310.03308117544367,1530.0,37.8,110.52423968684131,No failure
2015-12-08 02:23:00,47,A,M,302.3,311.4,1479.0,39.9,110.52423968684131,No failure
2015-12-08 01:57:00,47,B,M,300.0643584521385,310.03308117544367,1418.0,41.3,110.52423968684131,No failure
2015-12-09 23:25:00,47,B,L,300.0643584521385,310.03308117544367,1504.0,38.7,110.52423968684131,No failure
2016-03-13 13:11:00,47,B,M,300.0643584521385,310.03308117544367,1345.0,47.6,110.52423968684131,No failure
2016-03-14 11:37:00,47,B,H,300.0643584521385,310.03308117544367,1625.0,35.4,110.52423968684131,No failure
2016-05-30 00:41:00,47,A,L,302.3,311.4,1511.0,39.9,110.52423968684131,No failure
2016-06-01 21:21:00,47,A,L,302.3,311.4,1535.0,39.9,110.52423968684131,No failure
2016-06-01 01:37:00,47,B,L,300.0643584521385,310.03308117544367,1505.0,37.9,110.52423968684131,No failure
2016-06-01 13:51:00,47,A,H,302.4,311.5,1540.0,39.9,110.52423968684131,No failure
2016-08-03 20:32:00,47,A,H,302.3,311.4,1372.0,39.9,110.52423968684131,No failure
2016-08-03 21:43:00,47,B,M,300.0643584521385,310.03308117544367,1510.0,36.6,110.52423968684131,No failure
2016-08-04 14:21:00,47,B,L,300.0643584521385,310.03308117544367,1382.0,46.4,110.52423968684131,No failure
2016-08-03 22:03:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,41.8,96.0,No failure
2016-11-04 22:27:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,47.0,98.0,No failure
2016-11-05 21:50:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,21.9,101.0,No failure
2016-11-06 05:08:00,47,B,L,300.0643584521385,310.03308117544367,1475.0,48.6,110.52423968684131,No failure
2016-11-08 21:14:00,47,B,L,300.0643584521385,310.03308117544367,1389.0,46.9,110.52423968684131,No failure
2016-11-07 03:42:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,32.8,108.0,No failure
2017-02-05 04:42:00,47,A,L,302.3,311.2,1386.0,39.9,110.52423968684131,No failure
2017-02-08 19:17:00,47,B,M,300.0643584521385,310.03308117544367,1577.0,29.8,110.52423968684131,No failure
2017-05-20 04:50:00,47,A,M,302.3,311.3,1444.0,39.9,110.52423968684131,No failure
2017-05-21 06:42:00,47,A,L,302.2,311.3,1554.0,39.9,110.52423968684131,No failure
2017-05-22 01:16:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,32.8,120.0,No failure
2017-08-22 18:07:00,47,B,H,300.0643584521385,310.03308117544367,1692.0,28.2,110.52423968684131,No failure
2017-08-19 14:40:00,47,B,L,300.0643584521385,310.03308117544367,1682.0,34.4,110.52423968684131,No failure
2017-08-24 06:47:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.1,129.0,No failure
2017-11-28 20:58:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,47.8,131.0,No failure
2017-11-27 16:44:00,47,B,L,300.0643584521385,310.03308117544367,1434.0,40.3,110.52423968684131,No failure
2018-03-20 00:34:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,31.6,135.0,No failure
2018-03-17 21:59:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.1,137.0,No failure
2018-03-17 10:41:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,53.7,140.0,No failure
2018-06-11 04:36:00,47,B,L,300.0643584521385,310.03308117544367,1586.0,35.1,110.52423968684131,No failure
2018-06-10 03:21:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.9,144.0,No failure
2018-06-13 01:31:00,47,A,L,302.1,311.2,1422.0,39.9,110.52423968684131,No failure
2018-06-11 23:06:00,47,B,H,300.0643584521385,310.03308117544367,1598.0,37.9,110.52423968684131,No failure
2018-06-12 10:23:00,47,B,L,300.0643584521385,310.03308117544367,1454.0,59.2,110.52423968684131,Power Failure
2018-09-20 04:04:00,47,B,L,300.0643584521385,310.03308117544367,1519.0,39.3,110.52423968684131,No failure
2018-12-19 01:56:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,55.7,157.0,No failure
2019-02-24 14:21:00,47,B,M,300.0643584521385,310.03308117544367,1406.0,48.8,110.52423968684131,No failure
2019-02-24 09:18:00,47,B,L,300.0643584521385,310.03308117544367,1492.0,45.0,110.52423968684131,No failure
2019-02-22 17:03:00,47,A,L,302.1,311.2,1369.0,39.9,110.52423968684131,No failure
2019-02-24 00:25:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,41.9,166.0,No failure
2019-05-09 20:30:00,47,B,L,300.0643584521385,310.03308117544367,1630.0,36.0,110.52423968684131,No failure
2019-05-10 21:40:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,37.6,171.0,No failure
2019-05-10 21:00:00,47,A,L,302.2,311.1,1447.0,39.9,110.52423968684131,No failure
2019-05-11 01:07:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,52.8,176.0,No failure
2019-05-10 02:32:00,47,A,M,302.2,311.1,1728.0,39.9,110.52423968684131,No failure
2019-08-26 07:01:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.8,182.0,No failure
2019-08-25 04:18:00,47,B,L,300.0643584521385,310.03308117544367,1477.0,41.4,110.52423968684131,No failure
2019-12-03 21:33:00,47,A,L,302.1,310.9,1658.0,39.9,110.52423968684131,No failure
2019-12-06 01:55:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,23.4,188.0,No failure
2019-12-02 01:18:00,47,B,M,300.0643584521385,310.03308117544367,1783.0,23.1,110.52423968684131,No failure
2019-12-02 04:31:00,47,A,M,302.0,310.9,1558.0,39.9,110.52423968684131,No failure
2019-12-07 05:53:00,47,B,L,300.0643584521385,310.03308117544367,1351.0,49.5,110.52423968684131,No failure
2020-03-03 22:51:00,47,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,42.5,198.0,No failure
2020-02-27 07:02:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.7,203.0,No failure
2020-02-28 23:38:00,47,A,L,302.1,311.0,1364.0,39.9,110.52423968684131,No failure
2020-03-03 23:58:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,60.3,207.0,Overstrain Failure
2020-02-28 17:20:00,47,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,26.1,210.0,No failure
2020-06-11 13:27:00,47,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.1,215.0,No failure
2020-06-12 16:21:00,47,B,L,300.0643584521385,310.03308117544367,1566.0,37.8,110.52423968684131,No failure
2020-06-09 21:15:00,47,A,L,302.0,310.9,1455.0,39.9,110.52423968684131,No failure
2020-06-12 15:35:00,47,A,H,302.0,310.9,1679.0,39.9,110.52423968684131,No failure
2020-06-09 15:08:00,47,A,L,302.0,310.8,2143.0,39.9,110.52423968684131,No failure
2020-10-05 14:52:00,47,A,L,302.0,310.8,1447.0,39.9,110.52423968684131,No failure
2020-10-01 02:30:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,50.3,231.0,Overstrain Failure
2021-01-06 11:48:00,47,B,L,300.0643584521385,310.03308117544367,1772.0,27.1,110.52423968684131,No failure
2021-04-21 21:59:00,47,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,29.0,235.0,Tool Wear Failure
2014-03-02 19:47:00,48,A,L,302.0,310.8,1454.0,39.9,110.52423968684131,No failure
2014-03-05 08:18:00,48,B,L,300.0643584521385,310.03308117544367,1445.0,49.1,110.52423968684131,No failure
2014-03-05 06:36:00,48,B,M,300.0643584521385,310.03308117544367,1609.0,35.2,110.52423968684131,No failure
2014-03-04 15:07:00,48,A,L,302.0,310.9,1546.0,39.9,110.52423968684131,No failure
2014-03-04 00:51:00,48,A,L,301.9,310.8,1567.0,39.9,110.52423968684131,No failure
2014-05-19 16:31:00,48,B,L,300.0643584521385,310.03308117544367,1767.0,27.4,110.52423968684131,No failure
2014-05-20 23:49:00,48,A,L,302.0,310.9,1539.0,39.9,110.52423968684131,No failure
2014-05-22 00:36:00,48,B,L,300.0643584521385,310.03308117544367,1564.0,39.0,110.52423968684131,No failure
2014-05-21 06:47:00,48,B,M,300.0643584521385,310.03308117544367,1445.0,46.3,110.52423968684131,No failure
2014-05-19 06:55:00,48,A,M,301.9,310.9,1419.0,39.9,110.52423968684131,No failure
2014-07-30 19:29:00,48,B,M,300.0643584521385,310.03308117544367,1881.0,20.9,110.52423968684131,No failure
2014-08-02 00:08:00,48,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,46.2,26.0,No failure
2014-08-01 16:29:00,48,B,L,300.0643584521385,310.03308117544367,1455.0,46.0,110.52423968684131,No failure
2014-10-14 11:53:00,48,B,L,300.0643584521385,310.03308117544367,2691.0,12.1,110.52423968684131,Power Failure
2014-10-13 12:20:00,48,A,L,301.8,310.8,1505.0,39.9,110.52423968684131,No failure
2014-10-17 02:40:00,48,A,L,301.8,310.8,1456.0,39.9,110.52423968684131,No failure
2014-12-26 15:55:00,48,A,L,301.8,310.8,1383.0,39.9,110.52423968684131,No failure
2014-12-27 08:12:00,48,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,39.2,39.0,No failure
2014-12-31 13:29:00,48,A,M,301.9,310.9,2305.0,39.9,110.52423968684131,No failure
2014-12-29 23:15:00,48,A,M,301.9,310.9,1456.0,39.9,110.52423968684131,No failure
2014-12-26 15:40:00,48,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.7,48.0,No failure
2015-04-10 06:42:00,48,B,L,300.0643584521385,310.03308117544367,1597.0,36.9,110.52423968684131,No failure
2015-04-10 23:26:00,48,B,L,300.0643584521385,310.03308117544367,1495.0,38.6,110.52423968684131,No failure
2015-04-09 03:18:00,48,A,M,302.0,310.9,1456.0,39.9,110.52423968684131,No failure
2015-04-07 10:54:00,48,A,L,301.9,310.8,1465.0,39.9,110.52423968684131,No failure
2015-07-16 09:50:00,48,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,55.5,59.0,No failure
2015-07-20 17:28:00,48,A,L,301.9,310.8,1906.0,39.9,110.52423968684131,No failure
2015-07-17 13:30:00,48,A,L,302.0,310.9,1446.0,39.9,110.52423968684131,No failure
2015-07-19 22:22:00,48,A,L,302.0,310.8,1948.0,39.9,110.52423968684131,No failure
2015-10-10 20:01:00,48,B,L,300.0643584521385,310.03308117544367,1480.0,47.1,110.52423968684131,No failure
2015-10-10 02:58:00,48,B,M,300.0643584521385,310.03308117544367,1511.0,37.6,110.52423968684131,No failure
2015-10-10 20:27:00,48,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,47.0,73.0,No failure
